"module name", "license", "repository", "version"
"jest-pnp-resolver", "MIT", "https://github.com/arcanis/jest-pnp-resolver", 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0
"jest-regex-util", "MIT", "https://github.com/facebook/jest", 24.9.0
"jest-watch-typeahead", "MIT", "https://github.com/jest-community/jest-watch-typeahead", 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0
"jest-watcher", "MIT", "https://github.com/facebook/jest", 24.9.0
"js-base64", "BSD-3-Clause", "https://github.com/dankogai/js-base64", 24.9.0 & 25.2.6 & 24.9.0
"js-tokens", "MIT", "https://github.com/lydell/js-tokens", 3.0.2
"js-yaml", "MIT", "https://github.com/nodeca/js-yaml", 4.0.0
"jsbn", "MIT", "https://github.com/andyperlitch/jsbn", 0.1.1
"jsdom", "MIT", "https://github.com/jsdom/jsdom", 11.12.0
"functional-red-black-tree", "MIT", "https://github.com/mikolalysenko/functional-red-black-tree", 1.0.1
"gauge", "ISC", "https://github.com/iarna/gauge", 2.7.4
"jsesc", "MIT", "https://github.com/mathiasbynens/jsesc", 14.1.0
"json-parse-better-errors", "MIT", "https://github.com/zkat/json-parse-better-errors", 2.5.2
"json-schema-traverse", "MIT", "https://github.com/epoberezkin/json-schema-traverse", 0.4.1
"json-schema", "AFLv2.1, BSD", "https://github.com/kriszyp/json-schema", 0.2.3
"json-stable-stringify-without-jsonify", "MIT", "https://github.com/samn/json-stable-stringify", 1.0.1
"json3", "MIT", "https://github.com/bestiejs/json3", 3.3.3
"json5", "MIT", "https://github.com/json5/json5", 1.0.1
"jsonfile", "MIT", "https://github.com/jprichardson/node-jsonfile", 2.1.3
"json-stable-stringify", "MIT", "https://github.com/substack/json-stable-stringify", 1.0.1
"jsonify", "Public Domain", "https://github.com/substack/jsonify", 0.0.0
"jsprim", "MIT", "https://github.com/joyent/node-jsprim", 1.4.1
"jsx-ast-utils", "MIT", "https://github.com/evcohen/jsx-ast-utils", 2.2.3
"kind-of", "MIT", "https://github.com/jonschlinkert/kind-of", 2.0.1
"kleur", "MIT", "https://github.com/lukeed/kleur", 3.2.2 & 4.0.0 & 5.1.0 & 6.0.3
"last-call-webpack-plugin", "MIT", "https://github.com/NMFR/last-call-webpack-plugin", 3.0.0
"lazy-cache", "MIT", "https://github.com/jonschlinkert/lazy-cache", 0.2.7
"lcid", "MIT", "https://github.com/sindresorhus/lcid", 1.0.4
"left-pad", "WTFPL", "https://github.com/stevemao/left-pad", 2.0.0
"leven", "MIT", "https://github.com/sindresorhus/leven", 3.1.0
"levenary", "MIT", "https://github.com/tanhauhau/levenary", 1.1.1
"levn", "MIT", "https://github.com/gkz/levn", 0.3.0
"lines-and-columns", "MIT", "https://github.com/eventualbuddha/lines-and-columns", 1.1.6
"load-json-file", "MIT", "https://github.com/sindresorhus/load-json-file", 1.1.0
"loader-fs-cache", "MIT", "https://github.com/viankakrisna/loader-fs-cache", 2.0.0 & 4.0.0
"loader-runner", "MIT", "https://github.com/webpack/loader-runner", 2.4.0
"loader-utils", "MIT", "https://github.com/webpack/loader-utils", 1.2.3
"locate-path", "MIT", "https://github.com/sindresorhus/locate-path", 1.4.0
"lodash-es", "MIT", "https://github.com/lodash/lodash", 3.0.0 & 5.0.0
"loglevel", "MIT", "https://github.com/pimterry/loglevel", 3.0.0 & 4.1.2 & 4.7.0 & 4.5.0 & 4.2.0 & 4.5.0 & 4.17.15
"loose-envify", "MIT", "https://github.com/zertosh/loose-envify", 1.4.0
"loud-rejection", "MIT", "https://github.com/sindresorhus/loud-rejection", 1.6.0
"lower-case", "MIT", "https://github.com/blakeembrey/change-case", 2.0.1
"lru-cache", "ISC", "https://github.com/isaacs/node-lru-cache", 4.1.5
"make-dir", "MIT", "https://github.com/sindresorhus/make-dir", 5.1.1
"makeerror", "BSD-3-Clause", "https://github.com/daaku/nodejs-makeerror", 3.0.2
"mamacro", "MIT", "", 0.0.3
"map-age-cleaner", "MIT", "https://github.com/SamVerschueren/map-age-cleaner", 0.1.3
"map-cache", "MIT", "https://github.com/jonschlinkert/map-cache", 0.2.2
"map-obj", "MIT", "https://github.com/sindresorhus/map-obj", 1.0.1
"map-visit", "MIT", "https://github.com/jonschlinkert/map-visit", 1.0.0
"md5.js", "MIT", "https://github.com/crypto-browserify/md5.js", 1.3.5
"mdn-data", "CC0-1.0", "https://github.com/mdn/data", 2.0.4
"media-typer", "MIT", "https://github.com/jshttp/media-typer", 2.0.6
"mem", "MIT", "https://github.com/sindresorhus/mem", 4.3.0
"memory-fs", "MIT", "https://github.com/webpack/memory-fs", 0.4.1
"meow", "MIT", "https://github.com/sindresorhus/meow", 0.5.0
"merge-deep", "MIT", "https://github.com/jonschlinkert/merge-deep", 3.0.2
"merge-descriptors", "MIT", "https://github.com/component/merge-descriptors", 1.0.1
"merge-stream", "MIT", "https://github.com/grncdr/merge-stream", 2.0.0
"merge2", "MIT", "https://github.com/teambition/merge2", 1.3.0
"methods", "MIT", "https://github.com/jshttp/methods", 1.1.2
"microevent.ts", "MIT", "https://github.com/DirtyHairy/microevent", 0.1.1
"micromatch", "MIT", "https://github.com/micromatch/micromatch", 3.1.10
"miller-rabin", "MIT", "https://github.com/indutny/miller-rabin", 4.0.1
"mime-db", "MIT", "https://github.com/jshttp/mime-db", 1.43.0
"mime-types", "MIT", "https://github.com/jshttp/mime-types", 2.1.26
"mime", "MIT", "https://github.com/broofa/node-mime", 1.6.0
"mimic-fn", "MIT", "https://github.com/sindresorhus/mimic-fn", 2.4.4
"mini-create-react-context", "MIT", "https://github.com/StringEpsilon/mini-create-react-context", 0.3.2
"mini-css-extract-plugin", "MIT", "https://github.com/webpack-contrib/mini-css-extract-plugin", 0.9.0
"minimalistic-assert", "ISC", "https://github.com/calvinmetcalf/minimalistic-assert", 1.0.1
"minimalistic-crypto-utils", "MIT", "https://github.com/indutny/minimalistic-crypto-utils", 1.0.1
"minimatch", "ISC", "https://github.com/isaacs/minimatch", 3.0.4
"minimist", "MIT", "https://github.com/substack/minimist", 1.2.5
"minipass-collect", "ISC", "", 1.0.2
"minipass-flush", "ISC", "https://github.com/isaacs/minipass-flush", 1.0.5
"minipass-pipeline", "ISC", "", 1.2.2
"minipass", "ISC", "https://github.com/isaacs/minipass", 3.1.1
"mississippi", "BSD-2-Clause", "https://github.com/maxogden/mississippi", 3.0.0
"mixin-deep", "MIT", "https://github.com/jonschlinkert/mixin-deep", 1.3.2
"mixin-object", "MIT", "https://github.com/jonschlinkert/mixin-object", 2.0.1
"mkdirp", "MIT", "https://github.com/substack/node-mkdirp", 0.5.5
"move-concurrently", "ISC", "https://github.com/npm/move-concurrently", 1.0.1
"ms", "MIT", "https://github.com/zeit/ms", 2.0.0
"multicast-dns-service-types", "MIT", "https://github.com/mafintosh/multicast-dns-service-types", 2.1.1 & 2.1.2
"multicast-dns", "MIT", "https://github.com/mafintosh/multicast-dns", 6.2.3
"mute-stream", "ISC", "https://github.com/isaacs/mute-stream", 0.0.8
"nan", "MIT", "https://github.com/nodejs/nan", 2.14.0
"nanomatch", "MIT", "https://github.com/micromatch/nanomatch", 1.2.13
"natural-compare", "MIT", "https://github.com/litejs/natural-compare-lite", 1.4.0
"negotiator", "MIT", "https://github.com/jshttp/negotiator", 0.6.2
"neo-async", "MIT", "https://github.com/suguru03/neo-async", 2.6.1
"next-tick", "MIT", "https://github.com/medikoo/next-tick", 1.0.0
"nice-try", "MIT", "https://github.com/electerious/nice-try", 1.0.5
"no-case", "MIT", "https://github.com/blakeembrey/change-case", 3.0.3
"node-forge", "(BSD-3-Clause OR GPL-2.0)", "https://github.com/digitalbazaar/forge", 0.9.0
"node-gyp", "MIT", "https://github.com/nodejs/node-gyp", 3.8.0
"node-int64", "MIT", "https://github.com/broofa/node-int64", 0.4.0
"node-libs-browser", "MIT", "https://github.com/webpack/node-libs-browser", 2.2.1
"node-modules-regexp", "MIT", "https://github.com/jamestalmage/node-modules-regexp", 1.0.0
"node-notifier", "MIT", "https://github.com/mikaelbr/node-notifier", 5.4.3
"node-releases", "MIT", "https://github.com/chicoxyzzy/node-releases", 1.1.53
"node-sass", "MIT", "https://github.com/sass/node-sass", 4.13.1
"nopt", "ISC", "https://github.com/npm/nopt", 3.0.6
"normalize-package-data", "BSD-2-Clause", "https://github.com/npm/normalize-package-data", 2.5.0
"normalize-path", "MIT", "https://github.com/jonschlinkert/normalize-path", 2.1.1
"normalize-range", "MIT", "https://github.com/jamestalmage/normalize-range", 3.0.0
"normalize-url", "MIT", "https://github.com/sindresorhus/normalize-url", 1.9.1
"npm-run-path", "MIT", "https://github.com/sindresorhus/npm-run-path", 3.3.0
"npmlog", "ISC", "https://github.com/npm/npmlog", 4.1.2
"nth-check", "BSD-2-Clause", "https://github.com/fb55/nth-check", 1.0.2
"num2fraction", "MIT", "https://github.com/yisibl/num2fraction", 1.2.2
"number-is-nan", "MIT", "https://github.com/sindresorhus/number-is-nan", 1.0.1
"nwsapi", "MIT", "https://github.com/dperini/nwsapi", 2.2.0
"oauth-sign", "Apache-2.0", "https://github.com/mikeal/oauth-sign", 0.9.0
"object-assign", "MIT", "https://github.com/sindresorhus/object-assign", 4.1.1
"object-copy", "MIT", "https://github.com/jonschlinkert/object-copy", 0.1.0
"object-hash", "MIT", "https://github.com/puleos/object-hash", 2.0.3
"object-inspect", "MIT", "https://github.com/substack/object-inspect", 1.7.0
"object-is", "MIT", "https://github.com/es-shims/object-is", 1.1.2
"object-keys", "MIT", "https://github.com/ljharb/object-keys", 1.1.1
"object-path", "MIT", "https://github.com/mariocasciaro/object-path", 0.11.4
"object-visit", "MIT", "https://github.com/jonschlinkert/object-visit", 1.0.1
"object.assign", "MIT", "https://github.com/ljharb/object.assign", 4.1.0
"object.entries", "MIT", "https://github.com/es-shims/Object.entries", 1.1.1
"object.fromentries", "MIT", "https://github.com/es-shims/Object.fromEntries", 2.0.2
"object.getownpropertydescriptors", "MIT", "https://github.com/es-shims/object.getownpropertydescriptors", 2.1.0
"object.pick", "MIT", "https://github.com/jonschlinkert/object.pick", 1.3.0
"object.values", "MIT", "https://github.com/es-shims/Object.values", 1.1.1
"obuf", "MIT", "https://github.com/indutny/offset-buffer", 1.1.2
"on-finished", "MIT", "https://github.com/jshttp/on-finished", 2.3.0
"on-headers", "MIT", "https://github.com/jshttp/on-headers", 1.0.2
"once", "ISC", "https://github.com/isaacs/once", 1.4.0
"open", "MIT", "https://github.com/sindresorhus/open", 7.0.3
"onetime", "MIT", "https://github.com/sindresorhus/onetime", 5.1.0
"opencollective-postinstall", "MIT", "https://github.com/opencollective/opencollective-postinstall", 2.0.2
"opn", "MIT", "https://github.com/sindresorhus/opn", 5.5.0
"optimize-css-assets-webpack-plugin", "MIT", "https://github.com/NMFR/optimize-css-assets-webpack-plugin", 5.0.3
"optionator", "MIT", "https://github.com/gkz/optionator", 0.8.3
"original", "MIT", "https://github.com/unshiftio/original", 1.0.2
"os-browserify", "MIT", "https://github.com/CoderPuppy/os-browserify", 0.3.0
"os-homedir", "MIT", "https://github.com/sindresorhus/os-homedir", 1.0.2
"os-locale", "MIT", "https://github.com/sindresorhus/os-locale", 1.4.0
"os-tmpdir", "MIT", "https://github.com/sindresorhus/os-tmpdir", 3.1.0
"osenv", "ISC", "https://github.com/npm/osenv", 0.1.5
"p-defer", "MIT", "https://github.com/sindresorhus/p-defer", 1.0.0
"p-each-series", "MIT", "https://github.com/sindresorhus/p-each-series", 1.0.0
"p-finally", "MIT", "https://github.com/sindresorhus/p-finally", 1.0.0
"p-is-promise", "MIT", "https://github.com/sindresorhus/p-is-promise", 2.1.0
"p-limit", "MIT", "https://github.com/sindresorhus/p-limit", 1.3.0
"p-locate", "MIT", "https://github.com/sindresorhus/p-locate", 2.3.0
"p-map", "MIT", "https://github.com/sindresorhus/p-map", 3.0.0 & 4.1.0
"p-reduce", "MIT", "https://github.com/sindresorhus/p-reduce", 3.0.0
"p-retry", "MIT", "https://github.com/sindresorhus/p-retry", 3.0.1
"p-try", "MIT", "https://github.com/sindresorhus/p-try", 1.0.0
"pako", "(MIT AND Zlib)", "https://github.com/nodeca/pako", 2.2.0
"parallel-transform", "MIT", "https://github.com/mafintosh/parallel-transform", 1.2.0
"param-case", "MIT", "https://github.com/blakeembrey/change-case", 3.0.3
"parent-module", "MIT", "https://github.com/sindresorhus/parent-module", 1.0.1
"parse-asn1", "ISC", "https://github.com/crypto-browserify/parse-asn1", 5.1.5
"parse-json", "MIT", "https://github.com/sindresorhus/parse-json", 2.2.0
"parse5", "MIT", "https://github.com/inikulin/parse5", 4.0.0 & 5.0.0
"parseurl", "MIT", "https://github.com/pillarjs/parseurl", 5.1.0
"pascal-case", "MIT", "https://github.com/blakeembrey/change-case", 3.1.1
"pascalcase", "MIT", "https://github.com/jonschlinkert/pascalcase", 0.1.1
"path-browserify", "MIT", "https://github.com/substack/path-browserify", 0.0.1
"path-dirname", "MIT", "https://github.com/es128/path-dirname", 1.0.2
"path-exists", "MIT", "https://github.com/sindresorhus/path-exists", 2.1.0
"path-is-absolute", "MIT", "https://github.com/sindresorhus/path-is-absolute", 3.0.0 & 4.0.0
"path-is-inside", "(WTFPL OR MIT)", "https://github.com/domenic/path-is-inside", 1.0.2
"path-key", "MIT", "https://github.com/sindresorhus/path-key", 2.0.1
"path-parse", "MIT", "https://github.com/jbgutierrez/path-parse", 3.1.1
"path-to-regexp", "MIT", "https://github.com/component/path-to-regexp", 0.1.7
"path-to-regexp", "MIT", "https://github.com/pillarjs/path-to-regexp", 1.8.0
"path-type", "MIT", "https://github.com/sindresorhus/path-type", 1.1.0
"pbkdf2", "MIT", "https://github.com/crypto-browserify/pbkdf2", 2.0.0 & 3.0.0 & 4.0.0
"perfect-scrollbar", "MIT", "https://github.com/mdbootstrap/perfect-scrollbar", 1.5.0
"performance-now", "MIT", "https://github.com/braveg1rl/performance-now", 2.1.0
"picomatch", "MIT", "https://github.com/micromatch/picomatch", 2.2.2
"pify", "MIT", "https://github.com/sindresorhus/pify", 2.3.0
"pinkie-promise", "MIT", "https://github.com/floatdrop/pinkie-promise", 3.0.0 & 4.0.1
"pinkie", "MIT", "https://github.com/floatdrop/pinkie", 2.0.4
"pirates", "MIT", "https://github.com/ariporad/pirates", 4.0.1
"pkg-dir", "MIT", "https://github.com/sindresorhus/pkg-dir", 1.0.0
"pkg-up", "MIT", "https://github.com/sindresorhus/pkg-up", 2.0.0 & 3.0.0 & 4.2.0
"pn", "MIT", "https://github.com/cscott/node-pn", 3.1.0
"pnp-webpack-plugin", "MIT", "https://github.com/arcanis/pnp-webpack-plugin", 1.6.0
"popper.js", "MIT", "https://github.com/FezVrasta/popper.js", 1.16.1
"portfinder", "MIT", "https://github.com/indexzero/node-portfinder", 1.0.25
"posix-character-classes", "MIT", "https://github.com/jonschlinkert/posix-character-classes", 0.1.1
"postcss-attribute-case-insensitive", "MIT", "https://github.com/Semigradsky/postcss-attribute-case-insensitive", 4.0.2
"postcss-browser-comments", "CC0-1.0", "https://github.com/csstools/postcss-browser-comments", 3.0.0
"postcss-calc", "MIT", "https://github.com/postcss/postcss-calc", 7.0.2
"postcss-color-functional-notation", "CC0-1.0", "https://github.com/jonathantneal/postcss-color-functional-notation", 2.0.1
"postcss-color-gray", "ISC", "https://github.com/postcss/postcss-color-gray", 5.0.0
"postcss-color-hex-alpha", "MIT", "https://github.com/postcss/postcss-color-hex-alpha", 5.0.3
"postcss-color-mod-function", "CC0-1.0", "https://github.com/jonathantneal/postcss-color-mod-function", 3.0.3
"postcss-color-rebeccapurple", "MIT", "https://github.com/postcss/postcss-color-rebeccapurple", 4.0.1
"postcss-colormin", "MIT", "https://github.com/cssnano/cssnano", 4.0.3
"postcss-custom-media", "MIT", "https://github.com/postcss/postcss-custom-media", 4.0.1
"postcss-custom-properties", "MIT", "https://github.com/postcss/postcss-custom-properties", 8.0.11
"postcss-custom-selectors", "MIT", "https://github.com/postcss/postcss-custom-selectors", 5.1.2
"postcss-dir-pseudo-class", "CC0-1.0", "https://github.com/jonathantneal/postcss-dir-pseudo-class", 5.0.0
"postcss-discard-comments", "MIT", "https://github.com/cssnano/cssnano", 4.0.2
"postcss-double-position-gradients", "CC0-1.0", "https://github.com/jonathantneal/postcss-double-position-gradients", 4.0.2 & 4.0.1 & 4.0.1
"postcss-env-function", "CC0-1.0", "https://github.com/jonathantneal/postcss-env-function", 2.0.2
"postcss-flexbugs-fixes", "MIT", "https://github.com/luisrudge/postcss-flexbugs-fixes", 4.1.0
"postcss-focus-visible", "CC0-1.0", "https://github.com/jonathantneal/postcss-focus-visible", 4.0.0
"postcss-focus-within", "CC0-1.0", "https://github.com/jonathantneal/postcss-focus-within", 3.0.0
"postcss-font-variant", "MIT", "https://github.com/postcss/postcss-font-variant", 4.0.0
"postcss-gap-properties", "CC0-1.0", "https://github.com/jonathantneal/postcss-gap-properties", 2.0.0
"postcss-image-set-function", "CC0-1.0", "https://github.com/jonathantneal/postcss-image-set-function", 3.0.1
"postcss-initial", "MIT", "https://github.com/maximkoretskiy/postcss-initial", 3.0.2
"postcss-lab-function", "CC0-1.0", "https://github.com/jonathantneal/postcss-lab-function", 2.0.1
"postcss-load-config", "MIT", "https://github.com/michael-ciniawsky/postcss-load-config", 2.1.0
"postcss-loader", "MIT", "https://github.com/postcss/postcss-loader", 3.0.0
"postcss-logical", "CC0-1.0", "https://github.com/jonathantneal/postcss-logical", 3.0.0
"postcss-media-minmax", "MIT", "https://github.com/postcss/postcss-media-minmax", 4.0.0
"postcss-merge-longhand", "MIT", "https://github.com/cssnano/cssnano", 4.0.11
"postcss-modules-extract-imports", "ISC", "https://github.com/css-modules/postcss-modules-extract-imports", 4.0.3 & 4.0.2 & 4.0.2 & 4.0.2 & 4.0.2
"postcss-modules-local-by-default", "MIT", "https://github.com/css-modules/postcss-modules-local-by-default", 3.0.2
"postcss-modules-scope", "ISC", "https://github.com/css-modules/postcss-modules-scope", 2.2.0
"postcss-modules-values", "ISC", "https://github.com/css-modules/postcss-modules-values", 3.0.0
"postcss-nesting", "CC0-1.0", "https://github.com/jonathantneal/postcss-nesting", 7.0.1
"postcss-normalize-charset", "MIT", "https://github.com/cssnano/cssnano", 4.0.1
"postcss-normalize", "CC0-1.0", "https://github.com/csstools/postcss-normalize", 4.0.2 & 4.0.2 & 4.0.2 & 4.0.2 & 4.0.2 & 4.0.1 & 4.0.1 & 4.0.2
"postcss-ordered-values", "MIT", "https://github.com/cssnano/cssnano", 4.1.2
"postcss-overflow-shorthand", "CC0-1.0", "https://github.com/jonathantneal/postcss-overflow-shorthand", 2.0.0
"postcss-page-break", "MIT", "https://github.com/shrpne/postcss-page-break", 2.0.0
"postcss-place", "CC0-1.0", "https://github.com/jonathantneal/postcss-place", 4.0.1
"postcss-preset-env", "CC0-1.0", "https://github.com/csstools/postcss-preset-env", 6.7.0
"postcss-pseudo-class-any-link", "CC0-1.0", "https://github.com/jonathantneal/postcss-pseudo-class-any-link", 6.0.0
"postcss-reduce-initial", "MIT", "https://github.com/cssnano/cssnano", 4.0.3
"postcss-replace-overflow-wrap", "MIT", "https://github.com/MattDiMu/postcss-replace-overflow-wrap", 4.0.2
"postcss-safe-parser", "MIT", "https://github.com/postcss/postcss-safe-parser", 4.0.1
"postcss-selector-matches", "MIT", "https://github.com/postcss/postcss-selector-matches", 4.0.0
"postcss-selector-not", "MIT", "https://github.com/postcss/postcss-selector-not", 4.0.0
"postcss-selector-parser", "MIT", "https://github.com/postcss/postcss-selector-parser", 3.1.2
"postcss-svgo", "MIT", "https://github.com/cssnano/cssnano", 5.0.0 & 6.0.2
"postcss-value-parser", "MIT", "https://github.com/TrySound/postcss-value-parser", 4.0.1
"postcss-values-parser", "MIT", "https://github.com/lesshint/postcss-values-parser", 4.0.3
"postcss", "MIT", "https://github.com/postcss/postcss", 7.0.21
"prelude-ls", "MIT", "https://github.com/gkz/prelude-ls", 7.0.27
"prepend-http", "MIT", "https://github.com/sindresorhus/prepend-http", 1.0.4
"pretty-bytes", "MIT", "https://github.com/sindresorhus/pretty-bytes", 5.3.0
"pretty-error", "MIT", "https://github.com/AriaMinaei/pretty-error", 2.1.1
"pretty-format", "MIT", "https://github.com/facebook/jest", 24.9.0
"private", "MIT", "https://github.com/benjamn/private", 0.1.8
"process-nextick-args", "MIT", "https://github.com/calvinmetcalf/process-nextick-args", 2.0.1
"process", "MIT", "https://github.com/shtylman/node-process", 0.11.10
"progress", "MIT", "https://github.com/visionmedia/node-progress", 2.0.3
"promise-inflight", "ISC", "https://github.com/iarna/promise-inflight", 1.0.1
"promise", "MIT", "https://github.com/then/promise", 8.1.0
"prompts", "MIT", "https://github.com/terkelg/prompts", 2.3.2
"prop-types-extra", "MIT", "https://github.com/react-bootstrap/prop-types-extra", 1.1.1
"prop-types", "MIT", "https://github.com/facebook/prop-types", 15.7.2
"proxy-addr", "MIT", "https://github.com/jshttp/proxy-addr", 2.0.6
"prr", "MIT", "https://github.com/rvagg/prr", 1.0.1
"pseudomap", "ISC", "https://github.com/isaacs/pseudomap", 1.0.2
"psl", "MIT", "https://github.com/lupomontero/psl", 1.8.0
"public-encrypt", "MIT", "https://github.com/crypto-browserify/publicEncrypt", 4.0.3
"pump", "MIT", "https://github.com/mafintosh/pump", 2.0.1
"pumpify", "MIT", "https://github.com/mafintosh/pumpify", 3.0.0
"punycode", "MIT", "https://github.com/bestiejs/punycode.js", 1.3.2
"q", "MIT", "https://github.com/kriskowal/q", 1.4.1 & 2.1.1
"qs", "BSD-3-Clause", "https://github.com/ljharb/qs", 6.5.2
"query-string", "MIT", "https://github.com/sindresorhus/query-string", 6.7.0
"querystring-es3", "MIT", "https://github.com/mike-spainhower/querystring", 0.2.1
"querystring", "MIT", "https://github.com/Gozala/querystring", 0.2.0
"querystringify", "MIT", "https://github.com/unshiftio/querystringify", 2.1.1
"raf", "MIT", "https://github.com/chrisdickinson/raf", 3.4.1
"randombytes", "MIT", "https://github.com/crypto-browserify/randombytes", 2.1.0
"randomfill", "MIT", "https://github.com/crypto-browserify/randomfill", 1.0.4
"range-parser", "MIT", "https://github.com/jshttp/range-parser", 1.2.1
"raw-body", "MIT", "https://github.com/stream-utils/raw-body", 2.4.0
"react-app-polyfill", "MIT", "https://github.com/facebook/create-react-app", 1.0.6
"react-bootstrap", "MIT", "https://github.com/react-bootstrap/react-bootstrap", 1.0.0
"react-datepicker", "MIT", "https://github.com/Hacker0x01/react-datepicker", 2.14.1
"react-dev-utils", "MIT", "https://github.com/facebook/create-react-app", 10.2.1
"react-dom", "MIT", "https://github.com/facebook/react", 16.13.1
"react-error-overlay", "MIT", "https://github.com/facebook/create-react-app", 6.0.7
"react-hook-form", "MIT", "https://github.com/react-hook-form/react-hook-form", 5.5.0
"react-is", "MIT", "https://github.com/facebook/react", 16.13.1
"react-lifecycles-compat", "MIT", "https://github.com/reactjs/react-lifecycles-compat", 3.0.4
"react-onclickoutside", "MIT", "https://github.com/Pomax/react-onclickoutside", 6.9.0
"react-overlays", "MIT", "https://github.com/react-bootstrap/react-overlays", 3.0.1
"react-perfect-scrollbar", "MIT", "https://github.com/goldenyz/react-perfect-scrollbar", 1.5.8
"react-popper", "MIT", "https://github.com/souporserious/react-popper", 1.3.7
"react-redux", "MIT", "https://github.com/reduxjs/react-redux", 7.2.0
"react-rich", "UNLICENSED", "", 0.1.0
"react-router-dom", "MIT", "https://github.com/ReactTraining/react-router", 5.1.2
"react-scripts", "MIT", "https://github.com/facebook/create-react-app", 5.1.2
"react-spinners", "MIT", "https://github.com/davidhu2000/react-spinners", 0.8.1
"react-toastify", "MIT", "https://github.com/fkhadra/react-toastify", 5.5.0
"react-transition-group", "BSD-3-Clause", "https://github.com/reactjs/react-transition-group", 4.3.0
"react", "MIT", "https://github.com/facebook/react", 16.13.1
"read-pkg-up", "MIT", "https://github.com/sindresorhus/read-pkg-up", 1.0.1
"read-pkg", "MIT", "https://github.com/sindresorhus/read-pkg", 2.0.0 & 4.0.0
"readable-stream", "MIT", "https://github.com/nodejs/readable-stream", 2.0.0 & 3.0.0
"readdirp", "MIT", "https://github.com/paulmillr/readdirp", 3.6.0
"realpath-native", "MIT", "https://github.com/SimenB/realpath-native", 3.3.0
"recursive-readdir", "MIT", "https://github.com/jergason/recursive-readdir", 2.2.2
"redent", "MIT", "https://github.com/sindresorhus/redent", 1.0.0
"redux-thunk", "MIT", "https://github.com/reduxjs/redux-thunk", 2.3.0
"redux", "MIT", "https://github.com/reduxjs/redux", 4.0.5
"regenerate-unicode-properties", "MIT", "https://github.com/mathiasbynens/regenerate-unicode-properties", 8.2.0
"regenerate", "MIT", "https://github.com/mathiasbynens/regenerate", 1.4.0
"regenerator-runtime", "MIT", "https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime", 0.11.1
"regenerator-transform", "MIT", "https://github.com/facebook/regenerator/tree/master/packages/regenerator-transform", 0.13.5
"regex-not", "MIT", "https://github.com/jonschlinkert/regex-not", 1.0.2
"regex-parser", "MIT", "https://github.com/IonicaBizau/regex-parser.js", 2.2.10
"regexp.prototype.flags", "MIT", "https://github.com/es-shims/RegExp.prototype.flags", 1.3.0
"regexpp", "MIT", "https://github.com/mysticatea/regexpp", 2.0.1
"regexpu-core", "MIT", "https://github.com/mathiasbynens/regexpu-core", 3.1.0
"regjsgen", "MIT", "https://github.com/bnjmnt4n/regjsgen", 0.5.1
"regjsparser", "BSD-2-Clause", "https://github.com/jviereck/regjsparser", 0.6.4
"relateurl", "MIT", "https://github.com/stevenvachon/relateurl", 0.2.7
"remove-trailing-separator", "ISC", "https://github.com/darsain/remove-trailing-separator", 1.1.0
"renderkid", "MIT", "https://github.com/AriaMinaei/RenderKid", 2.0.3
"repeat-element", "MIT", "https://github.com/jonschlinkert/repeat-element", 1.1.3
"repeat-string", "MIT", "https://github.com/jonschlinkert/repeat-string", 1.6.1
"repeating", "MIT", "https://github.com/sindresorhus/repeating", 2.0.1
"request-promise-core", "ISC", "https://github.com/request/promise-core", 1.1.3
"request-promise-native", "ISC", "https://github.com/request/request-promise-native", 1.0.8
"request", "Apache-2.0", "https://github.com/request/request", 2.88.2
"require-directory", "MIT", "https://github.com/troygoode/node-require-directory", 2.1.1
"require-main-filename", "ISC", "https://github.com/yargs/require-main-filename", 1.0.1
"requires-port", "MIT", "https://github.com/unshiftio/requires-port", 2.0.0
"reselect", "MIT", "https://github.com/reduxjs/reselect", 4.0.0
"resolve-cwd", "MIT", "https://github.com/sindresorhus/resolve-cwd", 2.0.0
"resolve-from", "MIT", "https://github.com/sindresorhus/resolve-from", 3.0.0
"resolve-pathname", "MIT", "https://github.com/mjackson/resolve-pathname", 4.0.0
"resolve-url-loader", "MIT", "https://github.com/bholloway/resolve-url-loader", 3.1.1
"resolve-url", "MIT", "https://github.com/lydell/resolve-url", 0.2.1
"resolve", "MIT", "https://github.com/substack/node-resolve", 1.1.7
"resolve", "MIT", "https://github.com/browserify/resolve", 1.15.0
"restore-cursor", "MIT", "https://github.com/sindresorhus/restore-cursor", 3.1.0
"ret", "MIT", "https://github.com/fent/ret.js", 0.1.15
"retry", "MIT", "https://github.com/tim-kos/node-retry", 0.12.0
"rework-visit", "MIT", "", 1.0.0
"rework", "MIT*", "https://github.com/reworkcss/rework", 1.0.1
"rgb-regex", "MIT", "https://github.com/regexps/rgb-regex", 1.0.1
"rgba-regex", "MIT", "https://github.com/johnotander/rgba-regex", 1.0.0
"rimraf", "ISC", "https://github.com/isaacs/rimraf", 2.6.3
"ripemd160", "MIT", "https://github.com/crypto-browserify/ripemd160", 2.7.1
"rsvp", "MIT", "https://github.com/tildeio/rsvp.js", 4.8.5
